Name,Brand,Processor_brand,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_GB,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system,b_G3Dmark,b_G2Dmark,b_TDP,b_powerPerformance,Processor_full,b_manufacturer,b_singleScore,b_multiScore,b_cores,b_threads,b_baseClock,b_turboClock,cpu_tier,gpu_tier
Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Acer,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 13420H,Intel,1473.0,5995.0,4.0,8.0,2.5,4.5,1,2
HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),HP,AMD,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,6.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 7 7840HS,AMD,1505.0,12645.0,8.0,16.0,3.2,4.7,3,2
MSI Thin GF63 11UC-1490IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),MSI,Intel,16,DDR4,1256,Hard Disk & SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 11260H,Intel,1402.0,9062.0,6.0,12.0,2.1,4.4,2,2
Asus Vivobook Go 15 E510MA-EJ001W Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),Asus,Intel,4,DDR4,256, SSD,Integrated Intel UHD Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Celeron N4020,,1725.0,12117.0,6.0,,2.5,4.6,3,0
Lenovo Ideapad Gaming 3 82SB00NXIN Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,AMD,16,DDR5,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,AMD Ryzen 5 7535HS,,1379.0,9064.0,6.0,,3.2,4.2,2,2
Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 11400H,Intel,1737.0,9420.0,6.0,12.0,2.2,4.5,2,2
HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
HP 255 G8 689T4PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),HP,AMD,8,DDR4,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 3250U,AMD,1178.0,6093.0,4.0,8.0,3.8,4.0,1,0
Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Samsung,Intel,16,LPDDR4,512, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,0
Apple MacBook Air 2024 MRYN3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),Apple,Apple,8,DDR4,512, SSD,10-Core GPU,Apple,,False,15.3,2880,1864,224.22,False,Mac OS,2782.0,338.0,,,Apple M3,,1648.0,10136.0,6.0,,2.5,4.5,3,1
Lenovo IdeaPad Gaming 3 82K2025XIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,AMD,16,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,75.0,104.09,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
Lenovo IdeaPad Slim 5 83DA0049IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),Lenovo,Intel,16,LPDDR5,1000, SSD,Intel Arc Graphics,Intel,,False,14.0,1920,1200,161.73,False,Windows 11 OS,2782.0,338.0,,,Intel Core Ultra 125H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,1
Asus ROG Strix SCAR 16 2024 G634JYR-RA001WS Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),Asus,Intel,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4090,NVIDIA,16.0,False,16.0,2560,1600,188.68,False,Windows 11 OS,26395.0,999.0,350.0,75.41,Intel Core i9 14900HX,Intel,1948.0,16839.0,14.0,20.0,2.5,5.0,4,3
Colorful Evol P15 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Colorful,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,15.6,2560,1440,188.28,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i7 12650H,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,3
HP Pavilion 15-eh3109AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),HP,AMD,16,DDR4,1000, SSD,AMD Radeon Vega 8 Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1593.0,421.0,,,AMD Ryzen 7 7730U,AMD,1266.0,9064.0,8.0,16.0,1.8,4.3,2,1
Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),Acer,Intel,16,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
MSI Titan 18 HX Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ RTX 4090),MSI,Intel,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4090,NVIDIA,16.0,False,18.0,3840,2400,251.57,False,Windows 11 OS,26395.0,999.0,350.0,75.41,Intel Core i9 14900HX,Intel,1948.0,16839.0,14.0,20.0,2.5,5.0,4,3
Samsung Galaxy Book 4 Pro 360 Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),Samsung,Intel,16,LPDDR5X,512, SSD,Intel Arc Graphics,Intel,,False,16.0,2880,1800,212.26,True,Windows 11 OS,2782.0,338.0,,,Intel Core Ultra 155H,,1732.0,14825.0,12.0,,2.5,4.5,4,1
Xiaomi Redmi Book 16 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Xiaomi,Intel,16,LPDDR5,512, SSD,Intel Iris Xe Graphics,Intel,,False,16.0,2560,1600,188.68,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 13500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,1
Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 48GB/ 1TB SSD/ macOS),Apple,Apple,48,,1000, SSD,40 Core GPU,Apple,,False,16.2,3456,2234,254.02,False,Mac OS,2782.0,338.0,,,Apple M3 Max,,1648.0,10136.0,6.0,,2.5,4.5,3,1
Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,Intel,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 11260H,Intel,1402.0,9062.0,6.0,12.0,2.1,4.4,2,2
HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,16,DDR4,512, SSD,AMD Radeon RX 6500M Graphics,AMD,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,11499.0,550.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),Acer,AMD,16,DDR4,512, SSD,AMD Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 5500U,AMD,1185.0,7173.0,6.0,12.0,2.1,4.0,1,0
HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 13420H,Intel,1473.0,5995.0,4.0,8.0,2.5,4.5,1,2
Asus Vivobook 15 X1502ZA-EJ741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Asus,Intel,16,DDR4,512, SSD,Intel Iris Xe,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i7 12650H,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,1
Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),Dell,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,14.0,1366,768,111.94,False,Ubuntu OS,1582.0,267.0,,,Intel Core i5 1135G7,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,Intel,16,DDR4,512, SSD,NVIDIA GeForce GTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Asus,AMD,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 7 7735HS,AMD,1346.0,10625.0,8.0,16.0,2.8,4.4,3,2
HP Envy x360 â€Ž14-fc0100TU Laptop (Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11),HP,Intel,32,LPDDR5,1000, SSD,Integrated Intel Graphics,Intel,,True,14.0,1920,1200,161.73,True,Windows 11 OS,1582.0,267.0,,,Intel Core Ultra 155U,,1732.0,14825.0,12.0,,2.5,4.5,4,0
Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Asus,Intel,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.0,3200,2000,235.85,False,Windows 11 OS,12718.0,911.0,,,Intel Core i9 13900H,Intel,1948.0,16839.0,14.0,20.0,2.5,5.0,4,2
HP Omen 16-n0123AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),HP,AMD,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3070 Ti,NVIDIA,8.0,False,16.1,2560,1440,182.44,False,Windows 11 OS,23367.0,1003.0,290.0,80.58,AMD Ryzen 7 6800H,AMD,1512.0,13253.0,8.0,16.0,3.2,4.7,3,3
Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,AMD,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 7 7735HS,AMD,1346.0,10625.0,8.0,16.0,2.8,4.4,3,2
HP 15s-eq2223AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),HP,AMD,8,DDR4,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 5500U,AMD,1185.0,7173.0,6.0,12.0,2.1,4.0,1,0
Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),Dell,Intel,8,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,1366,768,111.94,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
Lenovo IdeaPad Slim 3 â€Ž15IAH8 83ER00BCIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,Intel,16,LPDDR5,512, SSD,Intel Integrated UHD Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,0
Apple MacBook Air 15 2024 MRYR3HN/A Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),Apple,Apple,8,DDR4,256, SSD,10-Core GPU,Apple,,False,15.3,2880,1864,224.22,False,Mac OS,2782.0,338.0,,,Apple M3,,1648.0,10136.0,6.0,,2.5,4.5,3,1
Samsung Galaxy Book 4 NP750XGK-KS1IN Laptop (Intel Core 5 Processor 120U/ 8GB/ 512GB SSD/ Win11),Samsung,Intel,8,LPDDR4X,512, SSD,Intel Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core 5 120U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
MSI Vector 16 HX A14VGG-279IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,Intel,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,8.0,False,16.0,2560,1600,188.68,False,Windows 11 OS,22093.0,969.0,220.0,100.42,Intel Core i7 14700HX,Intel,1774.0,16860.0,14.0,20.0,2.3,4.7,4,3
Lenovo IdeaPad Slim 3 82H803W7IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Acer Aspire Lite AL15-51 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Acer,Intel,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1165G7,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,1
HP Envy x360 15-fe0014TX Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),HP,Intel,16,LPDDR5,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,True,Windows 11 OS,12718.0,911.0,,,Intel Core i7 1355U,Intel,1599.0,6766.0,4.0,8.0,3.0,5.0,1,2
Lenovo V14 82TS005DIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,Intel,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,DOS OS,1582.0,267.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,0
Lenovo IdeaPad Slim 5 14IMH9 83DA0043IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),Lenovo,Intel,16,LPDDR5,1000, SSD,Intel Arc Graphics,Intel,,False,14.0,1920,1200,161.73,False,Windows 11 OS,2782.0,338.0,,,Intel Core Ultra 125H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,1
HP Omen 14-fb0089TX Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,Intel,16,LPDDR5X,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,14.0,2880,1800,242.59,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core Ultra 155H,,1732.0,14825.0,12.0,,2.5,4.5,4,3
HP Omen 16-xf0081AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),HP,AMD,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,16.0,1440,2560,183.58,False,Windows 11 OS,16958.0,951.0,170.0,99.76,AMD Ryzen 7 7840HS,AMD,1505.0,12645.0,8.0,16.0,3.2,4.7,3,3
HP Victus 15-fa1124TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,Intel,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Lenovo IdeaPad Slim 3 83ER008GIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,Intel,16,LPDDR5,512, SSD,Intel Integrated UHD Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,0
Lenovo Legion Pro 5 161IRX9 Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),Lenovo,Intel,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,8.0,False,16.0,2560,1600,188.68,False,Windows 11 OS,22093.0,969.0,220.0,100.42,Intel Core i9 14900HX,Intel,1948.0,16839.0,14.0,20.0,2.5,5.0,4,3
Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,Intel,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1155G7,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,1
Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,AMD,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 7 6800H,AMD,1512.0,13253.0,8.0,16.0,3.2,4.7,3,2
HP Victus 15-fa1145TX Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),HP,Intel,16,DDR4,1000, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple,Apple,18,,512, SSD,14 Core GPU,Apple,,False,14.2,3024,1964,253.93,False,Mac OS,2782.0,338.0,,,Apple M3 Pro,,1648.0,10136.0,6.0,,2.5,4.5,3,1
Dell Inspiron 3530 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Dell,Intel,16,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i7 1355U,Intel,1599.0,6766.0,4.0,8.0,3.0,5.0,1,0
Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,Intel,8,LPDDR4X,512, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 1035G1,Intel,1096.0,8272.0,6.0,12.0,3.1,4.5,2,0
HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,Intel,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
Zebronics ZEB-NBC 5S 2023 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Home),Zebronics,Intel,16,DDR4,1000, SSD,Intel Integrated,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i7 1255U,AMD,1413.0,8727.0,8.0,16.0,1.9,4.4,2,0
MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,AMD,8,DDR5,512, SSD,AMD Radeon RX6550M,AMD,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,4010.0,414.0,85.0,47.17,AMD Ryzen 5 7535HS,,1379.0,9064.0,6.0,,3.2,4.2,2,2
Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),Asus,Intel,8,DDR4,256, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050 Ti,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,9452.0,416.0,80.0,118.16,Intel Core i7 11800H,Intel,1514.0,12342.0,8.0,16.0,1.9,4.6,3,2
MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,Intel,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,75.0,104.09,Intel Core i5 11260H,Intel,1402.0,9062.0,6.0,12.0,2.1,4.4,2,2
HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,Intel,16,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,7807.0,592.0,75.0,104.09,Intel Core i5 11400H,Intel,1737.0,9420.0,6.0,12.0,2.2,4.5,2,2
Infinix INBook Y1 Plus Neo 2023 XL30 Laptop (Intel Celeron N5100/ 4GB/ 128GB SSD/ Win 11 Home),Infinix,Intel,4,LPDDR4X,128, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Celeron N5100,AMD,903.0,6282.0,6.0,12.0,3.2,3.6,1,0
Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,Intel,16,DDR4,512, SSD,Intel Iris Xe,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 12500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,1
HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 7 5800H,AMD,1438.0,12330.0,8.0,16.0,3.2,4.4,3,2
Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),Dell,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i7 13650HX,Intel,1094.0,9918.0,10.0,20.0,3.0,3.5,2,3
HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
HP Victus 15-fa0666TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Asus Vivobook S14 S3402ZA-LY542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Asus,Intel,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,1920,1200,161.73,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 12500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,1
HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,8,DDR4,512, SSD,AMD Radeon RX 6500M Graphics,AMD,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,11499.0,550.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
HP Pavilion x360 14-ek1010TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),HP,Intel,16,DDR4,1000, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,1920,1080,157.35,True,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1335U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
